Period (sec),RSN-6 SRSS pSa (g),RSN-266 SRSS pSa (g),RSN-461 SRSS pSa (g),RSN-4098 SRSS pSa (g),RSN-5823 SRSS pSa (g),RSN-6890 SRSS pSa (g),RSN-140 SRSS pSa (g),RSN-836 SRSS pSa (g),RSN-841 SRSS pSa (g),RSN-1454 SRSS pSa (g),RSN-5883 SRSS pSa (g),,,,,,,,,,,,,,,,,,,,,,
1.2,0.3289086,0.3451333,0.0542,0.2667494,0.1504325,0.0449,0.1353909,0.326383,0.0863,0.4428722,0.2700205,0.0796,0.3152737,0.2985537,0.07,0.304948,0.2061357,0.0601,0.02969063,0.04520613,0.0335,0.06734936,0.06968533,0.0392,0.09028701,0.116721,0.0251,0.1705256,0.4097619,0.0727,0.04378804,0.07436931,0.0104
1.3,0.2713536,0.2909978,0.0577,0.2577363,0.1278943,0.0395,0.1045118,0.2476243,0.0562,0.3797025,0.2381509,0.0662,0.3814552,0.2712979,0.0548,0.2650635,0.1544053,0.0615,0.02965583,0.04013012,0.0344,0.06498663,0.1084932,0.0397,0.09457762,0.07566276,0.0202,0.1892343,0.2911833,0.0532,0.03304648,0.04406225,0.00833
1.4,0.1959887,0.2103836,0.0405,0.216504,0.1312235,0.0376,0.08724827,0.2247153,0.0461,0.3232292,0.2087348,0.0506,0.3497472,0.2448521,0.0575,0.2267249,0.111641,0.056,0.02589929,0.02548958,0.0445,0.06886338,0.1223285,0.0417,0.1094892,0.05778711,0.0191,0.143905,0.2454378,0.0465,0.0281682,0.0324195,0.00862
1.5,0.1595482,0.1902803,0.0454,0.2158126,0.1442269,0.0355,0.07332803,0.1930267,0.04,0.2788382,0.1816488,0.0496,0.2311098,0.2211673,0.0649,0.2378625,0.1019812,0.0521,0.02328027,0.02395982,0.0481,0.07376829,0.105998,0.0346,0.09390087,0.05453478,0.0174,0.1335755,0.2086897,0.0445,0.02228745,0.03395826,0.00792
1.6,0.1642607,0.1858917,0.0414,0.2121319,0.1645524,0.0373,0.05287753,0.1583468,0.0342,0.2611651,0.1574136,0.0483,0.1537716,0.1501361,0.0644,0.2503459,0.08080907,0.0509,0.02384637,0.02085569,0.039,0.1026171,0.1117188,0.0327,0.0739885,0.06192046,0.0198,0.1347751,0.1646033,0.0409,0.01667797,0.03118154,0.00797
1.7,0.1808029,0.1825787,0.0464,0.2023433,0.1461021,0.0388,0.03991399,0.1355694,0.0324,0.2399334,0.1395516,0.046,0.1437472,0.1601078,0.0637,0.2603922,0.07130287,0.0512,0.02056319,0.01837073,0.0297,0.1126046,0.1260894,0.0347,0.06798363,0.0563347,0.0181,0.1270917,0.1472118,0.0366,0.01319275,0.02719685,0.00639
1.8,0.1936434,0.1815567,0.0456,0.1843309,0.1397836,0.0353,0.03570308,0.118476,0.0316,0.2171062,0.1196977,0.0444,0.1270227,0.1759828,0.0653,0.2747652,0.0678964,0.0576,0.01752907,0.01681108,0.026,0.08735739,0.09663063,0.0333,0.05661171,0.03772927,0.013,0.1169843,0.1534132,0.0388,0.01159873,0.02008128,0.00652
1.9,0.1993262,0.2004985,0.0388,0.1669861,0.1307996,0.0391,0.03263925,0.1093655,0.031,0.1890553,0.1085739,0.0418,0.1172404,0.1287285,0.0682,0.2806054,0.06670795,0.0665,0.01774666,0.02068453,0.0251,0.06702138,0.07124083,0.0312,0.05327648,0.03052352,0.0149,0.1047776,0.1492551,0.0375,0.01134447,0.01742053,0.00627
2,0.1975384,0.2276775,0.0391,0.1584684,0.1520958,0.0445,0.0304788,0.09871399,0.0286,0.1617364,0.1044065,0.0426,0.1319656,0.1306668,0.0807,0.2766798,0.06607002,0.0701,0.01621662,0.02121557,0.0241,0.05887333,0.06324715,0.0295,0.05225713,0.0316711,0.014,0.0982195,0.1464474,0.0369,0.00896856,0.01470585,0.00578
2.2,0.1929871,0.17823,0.0307,0.1357027,0.1592396,0.037,0.02552387,0.07094052,0.0212,0.1235346,0.07847585,0.0322,0.1367109,0.147645,0.0748,0.2936048,0.06023334,0.0742,0.01303046,0.01429384,0.0212,0.0446441,0.04694119,0.0271,0.04784475,0.03910371,0.0141,0.07198051,0.1358244,0.0293,0.00740382,0.00914034,0.00612
2.4,0.1705116,0.1355279,0.0269,0.1113767,0.146144,0.0442,0.03309732,0.06421395,0.0181,0.1011512,0.06029594,0.0197,0.1500447,0.1051538,0.0813,0.2843013,0.05089726,0.0654,0.01076069,0.01376625,0.0192,0.0477513,0.04486803,0.022,0.04257329,0.02829729,0.0221,0.04399335,0.1082485,0.0263,0.00694982,0.00678389,0.0053
2.5,0.154897,0.12237,0.0302,0.09901892,0.1350709,0.0497,0.03250076,0.06185784,0.0186,0.09151142,0.05473967,0.0193,0.1605591,0.1134705,0.0879,0.2612733,0.06033494,0.0559,0.00997115,0.01303269,0.0152,0.03971526,0.04490266,0.0201,0.03485905,0.02480427,0.0251,0.03901231,0.09962354,0.0262,0.00586418,0.00583753,0.00423
2.6,0.1390646,0.1194088,0.0318,0.08713684,0.1153842,0.0495,0.02923822,0.05602933,0.0162,0.08280157,0.04893447,0.0183,0.1493956,0.1059719,0.0832,0.233427,0.06128617,0.0465,0.00938478,0.01160807,0.0175,0.0308521,0.03821328,0.0214,0.0291023,0.02153734,0.0265,0.03795215,0.09111586,0.0253,0.005159,0.00529075,0.00367
2.8,0.1257269,0.1131581,0.0279,0.07663102,0.08616775,0.0427,0.02694463,0.0393228,0.0105,0.06787486,0.04141653,0.0148,0.1210546,0.1264183,0.09,0.1788274,0.04865551,0.0366,0.00874595,0.01377818,0.0238,0.02983972,0.03242955,0.0187,0.02349849,0.01560222,0.0213,0.03883405,0.07066943,0.0228,0.00449422,0.00445099,0.00319
3,0.1044559,0.108098,0.0278,0.05426089,0.0905488,0.035,0.02235477,0.03259171,0.00794,0.05578959,0.03687713,0.0115,0.1163929,0.09164643,0.103,0.1555192,0.04109238,0.0396,0.0100652,0.01707571,0.022,0.02628302,0.02833075,0.0159,0.01893364,0.01559043,0.0186,0.03808293,0.05737605,0.0172,0.00426769,0.00382075,0.00344
3.2,0.07917733,0.09402144,0.0235,0.04543399,0.1069394,0.0294,0.01552654,0.02331105,0.00677,0.0460324,0.03293762,0.00925,0.116627,0.1008402,0.0981,0.1430737,0.03279629,0.0395,0.01167941,0.01727225,0.0235,0.0294181,0.0297535,0.0153,0.01425998,0.01686023,0.0165,0.03357315,0.05141389,0.0149,0.00424876,0.00356503,0.0041
3.4,0.06693842,0.08226632,0.021,0.04031728,0.1249887,0.02,0.01162837,0.02409322,0.00637,0.03817127,0.02950815,0.00772,0.1093302,0.09752889,0.09,0.1417673,0.02737707,0.0379,0.01091762,0.01807106,0.0233,0.02918794,0.03399157,0.0204,0.013674,0.01591586,0.0148,0.02966543,0.05116311,0.0157,0.00407023,0.00347064,0.00401
3.5,0.0622342,0.07822532,0.02,0.04399323,0.1235806,0.017,0.01060185,0.02380398,0.00621,0.03483402,0.02796124,0.00718,0.115135,0.0895732,0.0827,0.1409226,0.02632629,0.0362,0.00989876,0.01894009,0.0233,0.02860193,0.03726438,0.022,0.01456366,0.0146028,0.0149,0.02807566,0.05166147,0.0153,0.00380168,0.0032961,0.00368
3.6,0.05766828,0.07432817,0.0189,0.04812595,0.1165818,0.0144,0.00984765,0.02269515,0.00629,0.03184088,0.0265162,0.0067,0.1186588,0.08022133,0.0722,0.1385447,0.02567383,0.0366,0.00847609,0.01968636,0.0235,0.02963011,0.03924309,0.0226,0.01556136,0.01299931,0.0156,0.02625935,0.05162863,0.0144,0.00345797,0.00302649,0.00334
3.8,0.04918168,0.06690589,0.0188,0.0543588,0.1001506,0.0108,0.00878503,0.02058399,0.00597,0.02767909,0.02390767,0.00587,0.1023567,0.08277541,0.0579,0.1297424,0.02629472,0.0353,0.00726365,0.01892103,0.0174,0.02924029,0.0403652,0.0255,0.01873177,0.0122135,0.0176,0.02333967,0.04871055,0.0167,0.00292349,0.00243902,0.00323
4,0.04173692,0.06013742,0.0177,0.06247104,0.08304029,0.00913,0.00780941,0.022231,0.00514,0.02520088,0.02162342,0.00518,0.08745295,0.07867894,0.0537,0.1174712,0.02513153,0.0338,0.00827116,0.02111245,0.0182,0.02913402,0.03291485,0.0266,0.02203097,0.0133354,0.0181,0.02209975,0.04270216,0.0169,0.00316513,0.00247737,0.00333
4.2,0.03536598,0.05411707,0.0168,0.0723093,0.06540155,0.00913,0.00668135,0.0223484,0.0048,0.02300075,0.01962386,0.00461,0.09445122,0.0727575,0.0559,0.1041129,0.02216545,0.0325,0.00858474,0.02526389,0.0208,0.02643859,0.02648712,0.0251,0.02424949,0.01352141,0.018,0.02160791,0.03823872,0.0167,0.00352708,0.00243254,0.00346
4.4,0.02999279,0.04861961,0.0158,0.08111138,0.05975894,0.00945,0.00547014,0.02099011,0.00446,0.02104782,0.01786484,0.00412,0.1029032,0.07372254,0.0483,0.09123682,0.02143663,0.03,0.00805512,0.02679025,0.0244,0.02256678,0.02464548,0.0215,0.02468182,0.01362631,0.0177,0.02127312,0.03728212,0.015,0.00375667,0.00252143,0.00384
4.6,0.02550612,0.04637348,0.0133,0.08244853,0.06209122,0.00923,0.00522655,0.01868426,0.00401,0.01930987,0.01631556,0.00371,0.1174868,0.0882621,0.046,0.08278345,0.02085807,0.0263,0.00902255,0.02579341,0.0217,0.01849804,0.02124893,0.0176,0.02355132,0.01335117,0.0167,0.0209617,0.03427576,0.0133,0.00362614,0.0025505,0.00408
4.8,0.02178089,0.04982929,0.0119,0.07600878,0.0611487,0.00837,0.00503135,0.01601464,0.00355,0.01776326,0.01494703,0.00335,0.1046472,0.112209,0.0471,0.07591233,0.02007872,0.0224,0.00821775,0.02240752,0.0187,0.01402677,0.01952559,0.0147,0.02180142,0.01196593,0.0156,0.02121224,0.03048632,0.0122,0.00363603,0.00248759,0.00431
5,0.01870108,0.05693576,0.0106,0.06361675,0.05286749,0.0076,0.00453844,0.01343607,0.00314,0.01638121,0.01373327,0.00307,0.09021538,0.1220713,0.0461,0.06928924,0.02014968,0.0205,0.00731909,0.01792377,0.0201,0.01109722,0.01899168,0.0122,0.02030964,0.01058444,0.0141,0.02086424,0.02808448,0.012,0.00372362,0.00246162,0.0046
5.5,0.01451015,0.05427442,0.00783,0.0346756,0.03841164,0.00624,0.0032643,0.00879589,0.00241,0.01352375,0.01124888,0.00254,0.07821665,0.0980989,0.0424,0.05426928,0.02095566,0.0181,0.00475569,0.01334409,0.0226,0.01255921,0.01323857,0.00849,0.01315653,0.00667577,0.0102,0.0163291,0.02531844,0.0123,0.0038376,0.00270001,0.00532
6,0.01193646,0.04510888,0.00635,0.02317467,0.02498969,0.00435,0.00269191,0.00688209,0.00201,0.01132543,0.00936252,0.00214,0.08722715,0.08025286,0.0493,0.05144914,0.01965747,0.0158,0.00398032,0.01065678,0.0144,0.01006262,0.0115914,0.00711,0.01120372,0.00550081,0.00665,0.01099012,0.02522725,0.00941,0.00385913,0.00321704,0.00592
6.5,0.01028977,0.03526952,0.00477,0.01681278,0.02202265,0.00296,0.00216451,0.00649902,0.00175,0.00960793,0.00790253,0.00183,0.07528601,0.08969881,0.0481,0.05050999,0.01772834,0.0131,0.00346291,0.01113668,0.0106,0.01063078,0.0121402,0.00469,0.01257504,0.00537803,0.00419,0.00782999,0.02212163,0.00885,0.00375989,0.00290289,0.00628
7,0.00799019,0.03160993,0.00345,0.01529713,0.0198305,0.00237,0.00174866,0.00657784,0.00153,0.00824571,0.00675335,0.00159,0.07287112,0.1086011,0.034,0.05274686,0.01669545,0.0107,0.00358158,0.0102068,0.00945,0.01316477,0.01120001,0.00571,0.01331784,0.00628974,0.00364,0.00820466,0.01668395,0.0102,0.004015,0.00335675,0.00615
7.5,0.00670824,0.02689282,0.00288,0.01566558,0.02408613,0.00199,0.00143967,0.00660183,0.00133,0.00714928,0.00583481,0.00139,0.07707489,0.1117008,0.0275,0.05252077,0.01710862,0.00826,0.00422366,0.00694032,0.00712,0.01419709,0.01126152,0.0055,0.01421834,0.00572514,0.00349,0.0077961,0.01548975,0.011,0.004596,0.00371614,0.00592
8,0.00569521,0.02315697,0.00248,0.01596702,0.02464088,0.00175,0.00121304,0.00642608,0.00115,0.00625531,0.00509045,0.00123,0.09188244,0.102458,0.022,0.04965001,0.01634316,0.00626,0.00503944,0.00520395,0.00533,0.01347302,0.01218176,0.00533,0.01491854,0.00376067,0.00304,0.00657287,0.01424255,0.0119,0.004989,0.00380462,0.00563
8.5,0.00488627,0.01927218,0.00215,0.01641083,0.02135986,0.00151,0.00105338,0.00606927,0.000984,0.00551773,0.00447917,0.00109,0.1000341,0.08019011,0.0174,0.04470873,0.01466714,0.00482,0.00524228,0.00442842,0.0048,0.01135916,0.01191252,0.00556,0.01397167,0.00319547,0.00295,0.00584944,0.01282482,0.0118,0.00515363,0.00393767,0.00544
9,0.00423226,0.01566278,0.00188,0.01637473,0.02122752,0.00126,0.00092319,0.00559708,0.000846,0.00490277,0.00397138,0.000979,0.09556364,0.0635974,0.0142,0.0386323,0.0123131,0.00382,0.0043767,0.00450983,0.00495,0.01009511,0.01100694,0.00479,0.01212068,0.00287329,0.0026,0.00519439,0.01119535,0.0104,0.00534416,0.0039331,0.00526
9.5,0.0036976,0.0125106,0.00166,0.01729839,0.02135586,0.00102,0.00081616,0.0050737,0.00073,0.00438491,0.00354517,0.000882,0.09323379,0.05243117,0.0146,0.03364725,0.01125727,0.00315,0.00378007,0.00429931,0.00502,0.00879765,0.01058837,0.0038,0.00996189,0.00280371,0.00208,0.00473613,0.00998492,0.0097,0.00522684,0.00381917,0.00501
10,0.003256,0.00985598,0.00147,0.01687846,0.02038461,0.00095,0.00073138,0.00454631,0.000634,0.00394479,0.00318407,0.0008,0.08603048,0.04315703,0.014,0.0304846,0.01028884,0.0027,0.00323713,0.00419551,0.00471,0.00747267,0.00973441,0.00296,0.00895201,0.00329627,0.00158,0.00435,0.00916619,0.00875,0.00515104,0.00369555,0.00474
11,0.00264622,0.00847724,0.00117,0.01343308,0.01745448,0.000855,0.00060364,0.00358336,0.000489,0.00324219,0.00260982,0.000665,0.06412218,0.02857467,0.0102,0.02319059,0.00780753,0.0023,0.00197213,0.00398179,0.00344,0.00517334,0.00841588,0.00202,0.00758153,0.00330269,0.00118,0.00390929,0.00810102,0.00679,0.00458867,0.0035189,0.00404
12,0.00223141,0.00641583,0.000957,0.00898379,0.01292332,0.000746,0.0005083,0.00280693,0.00039,0.00271196,0.00217831,0.000562,0.05035961,0.02159845,0.00864,0.01818203,0.00598972,0.00208,0.00133863,0.00319245,0.00261,0.00358503,0.00690956,0.00186,0.00620697,0.00252506,0.000838,0.00357104,0.00755905,0.00515,0.00392275,0.00312693,0.00335
13,0.00190663,0.00523435,0.000795,0.00719987,0.00896636,0.000635,0.00043403,0.00221404,0.000321,0.00230211,0.00184592,0.000481,0.03641579,0.01602599,0.00724,0.0140136,0.00478742,0.00187,0.00112871,0.00222274,0.00177,0.0029051,0.00491161,0.00181,0.00457604,0.00232819,0.000766,0.00338601,0.00657735,0.00408,0.00344135,0.00264949,0.00283
14,0.00164763,0.00452134,0.000671,0.00617246,0.00791425,0.000535,0.00037468,0.00177095,0.00027,0.00197879,0.00158443,0.000417,0.02610976,0.01194612,0.00566,0.01181581,0.00374632,0.00165,0.00092966,0.00149362,0.00119,0.00241284,0.00351699,0.00168,0.0031045,0.00196941,0.00067,0.00316427,0.00506724,0.00321,0.00296819,0.00222388,0.00242
15,0.00143786,0.00397763,0.000573,0.00508273,0.00657735,0.000448,0.00032646,0.00144099,0.000232,0.00171925,0.00137501,0.000364,0.02083004,0.00912821,0.00434,0.0101004,0.00303188,0.00143,0.00075165,0.00107379,0.000892,0.00201472,0.00301712,0.00146,0.00262211,0.00151411,0.000582,0.002867,0.00374962,0.00267,0.00249006,0.00192747,0.00198
20,0.00081328,0.00230688,0.000302,0.00203221,0.00273221,0.000231,0.00018254,0.0006592,0.00013,0.00095917,0.00076432,0.000207,0.00740979,0.00381431,0.00152,0.00467502,0.00135059,0.000735,0.00039861,0.00056166,0.000529,0.00090545,0.00118329,0.000433,0.00120876,0.00044279,0.000384,0.00123841,0.0021247,0.00133,0.00106399,0.00084386,0.000805
