Period (sec),RSN-161 SRSS pSa (g),RSN-548 SRSS pSa (g),RSN-806 SRSS pSa (g),RSN-2507 SRSS pSa (g),RSN-4879 SRSS pSa (g),RSN-1410 SRSS pSa (g),RSN-1640 SRSS pSa (g),RSN-1810 SRSS pSa (g),RSN-1825 SRSS pSa (g),RSN-5790 SRSS pSa (g),RSN-6901 SRSS pSa (g),,,,,,,,,,,,,,,,,,,,,,
0.9,0.205166,0.2946688,0.0828,0.204402,0.3279178,0.16,0.2365517,0.2846816,0.0667,0.1787938,0.1775138,0.0677,0.4886429,0.5904237,0.0754,0.2578825,0.2863126,0.0463,0.126155,0.3375214,0.073,0.3108708,0.2078651,0.0933,0.07829195,0.1516851,0.0703,0.1976545,0.4747034,0.0442,0.1690304,0.113428,0.128
0.95,0.2102354,0.2949106,0.088,0.1893928,0.3287386,0.189,0.248978,0.3026603,0.0699,0.1744595,0.162546,0.072,0.4567884,0.5748486,0.0863,0.3192458,0.2952867,0.0432,0.1216654,0.2919397,0.0629,0.2654373,0.2003513,0.0732,0.08981301,0.1513169,0.0564,0.1837014,0.3955031,0.043,0.220467,0.1400771,0.118
1,0.2128383,0.2904563,0.0968,0.1623106,0.3106579,0.236,0.2598718,0.2886498,0.0764,0.1735721,0.1634881,0.07,0.4384316,0.5545949,0.0763,0.3636151,0.352479,0.0339,0.1273045,0.2458848,0.0525,0.2129208,0.1847266,0.0763,0.09651525,0.1287079,0.0577,0.159362,0.3407937,0.0365,0.2547131,0.1525347,0.154
1.1,0.2099571,0.270902,0.106,0.1366974,0.2704326,0.226,0.3026508,0.2550292,0.0823,0.1932977,0.1695245,0.0964,0.4181649,0.5237823,0.0493,0.2820754,0.4378868,0.0416,0.1344404,0.2229197,0.046,0.1857266,0.1603953,0.0867,0.1039175,0.09124846,0.0642,0.1189886,0.2531955,0.0343,0.2056411,0.1311506,0.15
1.2,0.2020518,0.2491181,0.0928,0.1437564,0.219007,0.191,0.3331336,0.2746777,0.0725,0.165432,0.1716195,0.0867,0.4534237,0.4801892,0.0401,0.2258207,0.4030655,0.0486,0.1295035,0.239367,0.0534,0.1610559,0.1151941,0.0615,0.08698086,0.08298316,0.0592,0.09025291,0.1965123,0.0316,0.172805,0.1457427,0.0949
1.3,0.1935185,0.231959,0.0689,0.1344575,0.1462804,0.132,0.3011152,0.307889,0.0546,0.1415975,0.1889782,0.0809,0.4476901,0.4155691,0.0329,0.2597116,0.3748103,0.0518,0.1384937,0.2753258,0.0602,0.1904025,0.130008,0.0784,0.08602432,0.08441095,0.052,0.07485074,0.1443982,0.0244,0.1773141,0.1120676,0.0909
1.4,0.1869107,0.2229168,0.0702,0.1470897,0.1142278,0.103,0.2586309,0.2644033,0.0627,0.1466478,0.2026387,0.0726,0.3178444,0.3520153,0.0394,0.2570581,0.3955846,0.0463,0.1087132,0.2622892,0.0667,0.1579018,0.1043759,0.0773,0.08489418,0.07412419,0.052,0.06118104,0.1056912,0.0136,0.1390626,0.07470945,0.0695
1.5,0.1857146,0.2153297,0.0648,0.1480879,0.09043289,0.0809,0.2209871,0.1999911,0.074,0.1660817,0.2215519,0.0848,0.2338544,0.2968192,0.0413,0.2698065,0.3991793,0.0496,0.1199786,0.2279052,0.0673,0.1276785,0.0799712,0.0556,0.08166107,0.0795481,0.0497,0.04570134,0.0965361,0.0119,0.1024816,0.06771664,0.0506
1.6,0.1851576,0.2023113,0.0652,0.1425011,0.07633334,0.0646,0.1752902,0.1757832,0.0797,0.1953921,0.2388175,0.0965,0.2059149,0.2536994,0.0367,0.3024575,0.3459547,0.0464,0.1082826,0.2085581,0.0642,0.1318114,0.07870016,0.051,0.0700689,0.09770863,0.0419,0.03748378,0.08700474,0.00926,0.08690587,0.05736779,0.0488
1.7,0.1823208,0.1828565,0.061,0.1324072,0.07124137,0.0537,0.1504585,0.1912425,0.0791,0.2107071,0.2718452,0.0997,0.1867842,0.2178824,0.0303,0.3258623,0.2718235,0.0524,0.1023911,0.2048885,0.0496,0.1437708,0.07369962,0.051,0.05889243,0.1148813,0.0423,0.03372168,0.07300604,0.00947,0.09334367,0.05099161,0.0472
1.8,0.1785005,0.1627124,0.0558,0.1259029,0.06746226,0.0433,0.1629319,0.2114639,0.0776,0.1952592,0.2951946,0.105,0.1716224,0.1962313,0.0276,0.3133565,0.2239428,0.0545,0.08805859,0.2025364,0.0413,0.1579081,0.06458464,0.0452,0.07412555,0.1396503,0.0547,0.03185915,0.05797585,0.00951,0.09261665,0.04925562,0.0425
1.9,0.1753474,0.1434432,0.0517,0.1214818,0.06022094,0.0391,0.1554849,0.2116487,0.066,0.191781,0.314387,0.0993,0.1910573,0.1775923,0.0276,0.3098688,0.2255435,0.0535,0.06981476,0.1834605,0.0356,0.1428615,0.05968437,0.0396,0.0822388,0.1413054,0.0624,0.03721241,0.04658732,0.00845,0.1042344,0.05416845,0.0388
2,0.1732468,0.1281986,0.0503,0.1118238,0.06045736,0.0346,0.1345877,0.1931946,0.0583,0.1960585,0.3249912,0.0883,0.2053639,0.1588066,0.0328,0.2612283,0.2166547,0.0477,0.05498431,0.1561067,0.0292,0.1203513,0.06229062,0.0348,0.1047217,0.1361983,0.0661,0.0368725,0.04108315,0.00669,0.1091697,0.05908624,0.0317
2.2,0.1701303,0.1043287,0.0543,0.09423105,0.04047881,0.0266,0.1829409,0.1594948,0.0538,0.1391402,0.2906092,0.0879,0.1756701,0.122129,0.0372,0.1354711,0.213284,0.0584,0.06220759,0.1344328,0.0164,0.1060344,0.05056556,0.0331,0.0790837,0.1170897,0.0556,0.02227932,0.03201351,0.00646,0.09049011,0.05409549,0.026
2.4,0.1672494,0.1067698,0.0447,0.07236312,0.02742241,0.0213,0.220152,0.2238412,0.0509,0.1272478,0.2455836,0.0803,0.1324384,0.09035446,0.0298,0.1194577,0.253328,0.0646,0.05294189,0.1067133,0.0139,0.1064696,0.05167553,0.0295,0.05270889,0.1133353,0.0532,0.01457403,0.02524182,0.00654,0.07885589,0.04178298,0.0299
2.5,0.1690179,0.08660828,0.0426,0.06328136,0.02692588,0.0184,0.2343542,0.2539095,0.059,0.1195375,0.2378466,0.0702,0.1176937,0.08185768,0.031,0.1241589,0.2376153,0.0636,0.04565736,0.08936892,0.0142,0.106603,0.04734983,0.0287,0.05391018,0.09199715,0.048,0.01294291,0.02226283,0.00663,0.05922157,0.03544153,0.0266
2.6,0.1693776,0.07710564,0.0401,0.05848628,0.02632002,0.0154,0.2589988,0.2739535,0.0681,0.1062101,0.2364486,0.0692,0.1012562,0.07583364,0.0317,0.1240743,0.2230015,0.066,0.0423336,0.08031058,0.0153,0.1030591,0.04172771,0.0276,0.05689969,0.07524173,0.0419,0.01117093,0.01965797,0.0067,0.06108868,0.0314671,0.0209
2.8,0.1666918,0.09654205,0.034,0.04694217,0.02441459,0.0124,0.320737,0.2962748,0.0821,0.1274299,0.2329432,0.0773,0.0696378,0.07656967,0.0285,0.1608157,0.2123773,0.0671,0.04143331,0.08152692,0.0223,0.08713096,0.03461806,0.026,0.06080115,0.05808984,0.031,0.00834778,0.01669918,0.00765,0.05361872,0.02545325,0.0177
3,0.1588539,0.09267463,0.0302,0.03642784,0.02166569,0.0111,0.3416668,0.3049221,0.0727,0.1148774,0.2117122,0.0776,0.06031463,0.0648659,0.0238,0.1633999,0.1580043,0.0573,0.03954177,0.06158599,0.0267,0.07196269,0.03770753,0.0269,0.07673565,0.06180625,0.0197,0.00897394,0.0140168,0.00743,0.05847897,0.01989792,0.0146
3.2,0.149165,0.05879641,0.0267,0.0317556,0.01851717,0.00998,0.3063579,0.2819045,0.0438,0.1005302,0.184636,0.0622,0.05662692,0.05111026,0.0196,0.1516107,0.1331176,0.0441,0.04444695,0.04048586,0.0196,0.06606089,0.03804629,0.0283,0.08249827,0.07282388,0.0165,0.01039613,0.01203977,0.00603,0.05205632,0.01684801,0.00992
3.4,0.1372584,0.05668418,0.0233,0.02721436,0.01539511,0.00892,0.2461824,0.2438206,0.032,0.09105278,0.1556575,0.0584,0.04436976,0.04439428,0.0182,0.1361483,0.1166553,0.0365,0.04912866,0.03251691,0.0171,0.06314876,0.03207983,0.029,0.08648844,0.08162243,0.0155,0.01097299,0.01042132,0.00523,0.0414146,0.01722074,0.00732
3.5,0.1314243,0.05555129,0.0218,0.0250229,0.01466067,0.00842,0.2095136,0.2166266,0.0272,0.08899342,0.1454664,0.0579,0.0425361,0.04317185,0.0174,0.1275142,0.1096996,0.0354,0.05081411,0.03202578,0.015,0.06092231,0.03104178,0.0282,0.08342686,0.08404996,0.0145,0.01049925,0.00972852,0.00526,0.03584659,0.01696961,0.00654
3.6,0.1257583,0.05466609,0.0203,0.02290879,0.01442147,0.00793,0.1731722,0.1884499,0.023,0.08763881,0.1341337,0.0562,0.04080477,0.04027543,0.0159,0.118681,0.1022255,0.0336,0.05072513,0.03167636,0.0128,0.06173886,0.03072222,0.0266,0.07524993,0.08756705,0.0136,0.00938752,0.00911829,0.00541,0.03165974,0.0159889,0.00662
3.8,0.1160274,0.05344838,0.0201,0.01896634,0.0127403,0.00812,0.1196364,0.137208,0.0213,0.08449015,0.1118563,0.0521,0.03773173,0.03648592,0.0141,0.1142376,0.08504419,0.029,0.04837339,0.03080955,0.0106,0.05206719,0.03004877,0.023,0.06177535,0.103633,0.0118,0.00870113,0.00888442,0.00514,0.02307344,0.01290789,0.00634
4,0.1062083,0.05526224,0.0217,0.01545158,0.01179417,0.00862,0.0948062,0.1047819,0.0224,0.08079149,0.1013016,0.0466,0.03505332,0.03687711,0.0134,0.1052469,0.07871907,0.0243,0.04144403,0.03606393,0.0116,0.05012424,0.0331935,0.0191,0.0674203,0.1110433,0.0101,0.0093794,0.00841832,0.00539,0.0183188,0.01029151,0.00494
4.2,0.09938871,0.06126241,0.0222,0.01381653,0.01097782,0.00843,0.07699271,0.08428339,0.0224,0.07350199,0.08917154,0.0413,0.03257658,0.03449972,0.0126,0.0915724,0.07611137,0.0196,0.03026448,0.04306147,0.0106,0.05140124,0.02977739,0.0175,0.07457165,0.1094074,0.00833,0.01003507,0.00776529,0.00624,0.01552847,0.00861797,0.0041
4.4,0.1011126,0.06086232,0.0218,0.0131962,0.00979835,0.00761,0.06788855,0.07496504,0.0215,0.06630998,0.07685786,0.0385,0.03035346,0.02977972,0.0145,0.07617502,0.0759651,0.0157,0.02285131,0.04254377,0.00929,0.05098679,0.02315151,0.0189,0.07428072,0.1000747,0.00671,0.00834797,0.0070131,0.00658,0.0127877,0.00731687,0.00384
4.6,0.1023103,0.06103547,0.0213,0.01246304,0.00992948,0.0066,0.07004631,0.07243017,0.0231,0.06162048,0.06535034,0.0395,0.02834755,0.02578021,0.0133,0.06110814,0.06752406,0.0142,0.01757139,0.03854484,0.00811,0.05029907,0.02034519,0.0265,0.07007319,0.08935018,0.00553,0.00713562,0.00570341,0.00579,0.01044123,0.0063447,0.0037
4.8,0.09823857,0.05714994,0.023,0.01165978,0.00875187,0.00616,0.06862126,0.07258832,0.0234,0.05920301,0.05518572,0.0406,0.026433,0.02394361,0.0108,0.04758704,0.05420246,0.0149,0.01352769,0.03014206,0.00702,0.04841877,0.01821692,0.0312,0.06543919,0.08371091,0.00489,0.00648925,0.00527595,0.00468,0.00860585,0.00640857,0.00429
5,0.08982147,0.04908199,0.0235,0.01082273,0.00774167,0.00556,0.07645387,0.0731502,0.0244,0.05978776,0.04829252,0.0404,0.02459266,0.02375886,0.0107,0.0384392,0.04874858,0.0145,0.01099195,0.02234666,0.00596,0.04867343,0.02021444,0.0304,0.06239183,0.07958133,0.00428,0.0063063,0.00506212,0.00395,0.00723893,0.00577695,0.00489
5.5,0.06739044,0.03891719,0.0204,0.00876375,0.00556784,0.00417,0.06717561,0.07115962,0.022,0.06344038,0.04214398,0.0312,0.02061512,0.02328665,0.0108,0.02510533,0.04100303,0.0106,0.00757629,0.01396823,0.00394,0.04227259,0.01852397,0.0239,0.05249961,0.06731407,0.00457,0.00584394,0.00469549,0.00292,0.00607035,0.00451294,0.0052
6,0.04611344,0.0327336,0.0145,0.00694782,0.00423107,0.00322,0.05720723,0.06207598,0.0181,0.06009554,0.03210448,0.0274,0.0191502,0.02216801,0.0125,0.02757876,0.03132001,0.00948,0.00567439,0.01051884,0.00304,0.04024102,0.01726701,0.0197,0.03822374,0.05438112,0.0046,0.00653072,0.00462142,0.00272,0.00541752,0.00363397,0.00483
6.5,0.03824916,0.02719296,0.0098,0.0054627,0.00332206,0.00286,0.04587487,0.04749145,0.0126,0.0533914,0.02706757,0.0194,0.01669184,0.01825953,0.0105,0.02707453,0.02114131,0.0109,0.00446851,0.0078633,0.00242,0.03880814,0.01847676,0.0188,0.03306133,0.04494805,0.00401,0.0055317,0.00484326,0.00286,0.00465842,0.00338367,0.00399
7,0.03259615,0.0241657,0.0073,0.00429534,0.00298279,0.0029,0.0379268,0.04565837,0.00909,0.04366914,0.0242393,0.014,0.01303728,0.01381649,0.00927,0.02041424,0.02254843,0.0124,0.00378148,0.00605004,0.002,0.0390484,0.01176807,0.0171,0.02689414,0.03302843,0.00284,0.00401008,0.00470127,0.00256,0.00369988,0.00315756,0.00311
7.5,0.02766187,0.02125728,0.00577,0.00339766,0.00247115,0.00231,0.0340489,0.0414337,0.00711,0.03854612,0.02128224,0.0107,0.01039335,0.00895452,0.00707,0.02010785,0.02338762,0.0125,0.00323089,0.00495804,0.00164,0.03702474,0.00819103,0.0159,0.02336675,0.02681199,0.00202,0.00347663,0.00417143,0.00227,0.00302871,0.00292248,0.00256
8,0.02341081,0.01851892,0.00488,0.00272735,0.00206525,0.00181,0.02783961,0.03522128,0.00556,0.03239531,0.01783106,0.00844,0.00835717,0.00649122,0.00522,0.02028083,0.0212612,0.0125,0.00267617,0.00415712,0.00133,0.03590417,0.00685219,0.0131,0.01971342,0.02122228,0.00142,0.00314064,0.00345931,0.00179,0.00281789,0.00253716,0.00215
8.5,0.01982277,0.01581537,0.00429,0.00239144,0.00173767,0.00142,0.02328487,0.02865382,0.00517,0.02625368,0.01423445,0.00698,0.00700248,0.00530833,0.00411,0.01930801,0.0179034,0.0119,0.00220281,0.00357401,0.00109,0.03257529,0.00595724,0.0101,0.01616616,0.01890741,0.00127,0.00298525,0.00282812,0.00152,0.00285881,0.00207018,0.00197
9,0.0195956,0.01565089,0.00381,0.00206808,0.00154186,0.00105,0.02191319,0.02250702,0.00455,0.02070726,0.01217181,0.00605,0.00594994,0.00492777,0.00332,0.01731884,0.01461744,0.0106,0.00191401,0.00313592,0.000925,0.02929575,0.00546836,0.00848,0.01320185,0.01646626,0.00126,0.00285199,0.00224115,0.00126,0.00289978,0.00180374,0.00189
9.5,0.01885405,0.01491276,0.00336,0.00182671,0.00128584,0.00094,0.01987722,0.01743428,0.00393,0.01598837,0.01073923,0.00541,0.00512642,0.00518823,0.00276,0.01472997,0.01462228,0.01,0.00170084,0.00278959,0.000817,0.02588382,0.00508442,0.00694,0.01077576,0.01391037,0.00119,0.00262457,0.0018255,0.000993,0.00281752,0.00158622,0.00184
10,0.01760357,0.01160744,0.00293,0.00163237,0.00114956,0.000843,0.0175413,0.01618316,0.00335,0.01224353,0.00936701,0.00492,0.00444978,0.00520797,0.00236,0.01311251,0.0137523,0.00934,0.00151011,0.00250206,0.000748,0.02339674,0.00523322,0.00619,0.00951089,0.01139639,0.00106,0.00227971,0.00152995,0.000852,0.00260421,0.00147175,0.00172
11,0.01348905,0.01002695,0.00216,0.00131717,0.0009379,0.000685,0.01296985,0.0132819,0.00234,0.00973357,0.00726495,0.00409,0.00335809,0.00429843,0.00182,0.01152582,0.01390425,0.00758,0.00122073,0.00203921,0.000655,0.01956595,0.00484444,0.00453,0.00815167,0.00826813,0.000771,0.00198393,0.0012092,0.000802,0.00217287,0.00133869,0.00133
12,0.01036492,0.0068749,0.00163,0.00107804,0.00078235,0.000566,0.00929883,0.01082364,0.0018,0.00775094,0.00593612,0.00335,0.002538,0.00322202,0.00134,0.00841025,0.01207348,0.00632,0.00101958,0.00168194,0.000574,0.01651494,0.00392852,0.00312,0.00686685,0.00647183,0.000641,0.00173552,0.00099267,0.000721,0.00173886,0.00108362,0.000953
13,0.00794452,0.00578194,0.00141,0.00089462,0.00066405,0.000476,0.00665865,0.00863471,0.00152,0.00611159,0.00490709,0.0027,0.00218356,0.00238283,0.0011,0.00747536,0.01071389,0.00551,0.00086299,0.00140576,0.000492,0.01353649,0.00314147,0.00218,0.00568349,0.00500961,0.000546,0.00140051,0.00081709,0.000573,0.0013841,0.00085438,0.000742
14,0.00609552,0.00490312,0.0012,0.0007521,0.00057159,0.000406,0.00539469,0.00685005,0.00131,0.00483957,0.00409805,0.00217,0.00178134,0.00171246,0.001,0.00576554,0.00929429,0.00475,0.00073545,0.00119309,0.000415,0.01076593,0.00233256,0.00162,0.00456329,0.00412903,0.000485,0.00110652,0.00073252,0.000422,0.00117626,0.00089411,0.000648
15,0.00515536,0.00413417,0.00101,0.00063983,0.00049772,0.000351,0.00475262,0.0054581,0.00112,0.00388432,0.00345796,0.00193,0.00155061,0.00127838,0.000867,0.00439485,0.00803419,0.00394,0.00063276,0.00102852,0.000349,0.00839775,0.0019685,0.00131,0.00354502,0.00327276,0.000431,0.00086902,0.00067256,0.000342,0.00103912,0.0009093,0.000651
20,0.00283503,0.00189469,0.000464,0.00032842,0.00028133,0.000193,0.00236731,0.00240429,0.000502,0.0018077,0.00174146,0.00109,0.00083046,0.00071829,0.000362,0.00221565,0.00424119,0.00162,0.00035209,0.00058235,0.000172,0.00451245,0.0008597,0.00071,0.0014473,0.00143553,0.000269,0.00040094,0.00035744,0.000194,0.00062341,0.00033556,0.000483
